GO.ID	Term	Annotated	Significant	Expected	Fisher	fdr
392	GO:0006779	porphyrin-containing compound biosynthet...	10	0	0.14	1.0000	1
393	GO:0006783	heme biosynthetic process	3	0	0.04	1.0000	1
394	GO:0006787	porphyrin-containing compound catabolic ...	3	0	0.04	1.0000	1
395	GO:0006813	potassium ion transport	15	0	0.22	1.0000	1
396	GO:0006814	sodium ion transport	3	0	0.04	1.0000	1
397	GO:0006820	anion transport	43	0	0.62	1.0000	1
398	GO:0006821	chloride transport	8	0	0.11	1.0000	1
399	GO:0006826	iron ion transport	7	0	0.1	1.0000	1
400	GO:0006835	dicarboxylic acid transport	9	0	0.13	1.0000	1
401	GO:0006839	mitochondrial transport	8	0	0.11	1.0000	1
402	GO:0006848	pyruvate transport	4	0	0.06	1.0000	1
403	GO:0006850	mitochondrial pyruvate transmembrane tra...	4	0	0.06	1.0000	1
404	GO:0006855	xenobiotic transmembrane transport	34	0	0.49	1.0000	1
405	GO:0006865	amino acid transport	22	0	0.32	1.0000	1
406	GO:0006869	lipid transport	16	0	0.23	1.0000	1
407	GO:0006873	cellular ion homeostasis	6	0	0.09	1.0000	1
408	GO:0006875	cellular metal ion homeostasis	4	0	0.06	1.0000	1
409	GO:0006879	cellular iron ion homeostasis	4	0	0.06	1.0000	1
410	GO:0006886	intracellular protein transport	131	0	1.88	1.0000	1
411	GO:0006887	exocytosis	30	0	0.43	1.0000	1
412	GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	18	0	0.26	1.0000	1
413	GO:0006890	retrograde vesicle-mediated transport, G...	3	0	0.04	1.0000	1
414	GO:0006891	intra-Golgi vesicle-mediated transport	3	0	0.04	1.0000	1
415	GO:0006904	vesicle docking involved in exocytosis	9	0	0.13	1.0000	1
416	GO:0006913	nucleocytoplasmic transport	12	0	0.17	1.0000	1
417	GO:0006914	autophagy	18	0	0.26	1.0000	1
418	GO:0006974	cellular response to DNA damage stimulus	125	0	1.79	1.0000	1
419	GO:0006979	response to oxidative stress	55	0	0.79	1.0000	1
420	GO:0007005	mitochondrion organization	18	0	0.26	1.0000	1
421	GO:0007006	mitochondrial membrane organization	4	0	0.06	1.0000	1
422	GO:0007008	outer mitochondrial membrane organizatio...	3	0	0.04	1.0000	1
423	GO:0007015	actin filament organization	22	0	0.32	1.0000	1
424	GO:0007020	microtubule nucleation	3	0	0.04	1.0000	1
425	GO:0007031	peroxisome organization	11	0	0.16	1.0000	1
426	GO:0007033	vacuole organization	16	0	0.23	1.0000	1
427	GO:0007034	vacuolar transport	13	0	0.19	1.0000	1
428	GO:0007051	spindle organization	11	0	0.16	1.0000	1
429	GO:0007052	mitotic spindle organization	6	0	0.09	1.0000	1
430	GO:0007076	mitotic chromosome condensation	6	0	0.09	1.0000	1
431	GO:0007088	regulation of mitotic nuclear division	5	0	0.07	1.0000	1
432	GO:0007091	metaphase/anaphase transition of mitotic...	8	0	0.11	1.0000	1
433	GO:0007093	mitotic cell cycle checkpoint signaling	7	0	0.1	1.0000	1
434	GO:0007094	mitotic spindle assembly checkpoint sign...	5	0	0.07	1.0000	1
435	GO:0007186	G protein-coupled receptor signaling pat...	14	0	0.2	1.0000	1
436	GO:0007205	protein kinase C-activating G protein-co...	6	0	0.09	1.0000	1
437	GO:0007264	small GTPase mediated signal transductio...	43	0	0.62	1.0000	1
438	GO:0007265	Ras protein signal transduction	6	0	0.09	1.0000	1
439	GO:0007275	multicellular organism development	37	0	0.53	1.0000	1
440	GO:0007346	regulation of mitotic cell cycle	10	0	0.14	1.0000	1
441	GO:0008064	regulation of actin polymerization or de...	7	0	0.1	1.0000	1
442	GO:0008104	protein localization	176	0	2.53	1.0000	1
443	GO:0008154	actin polymerization or depolymerization	16	0	0.23	1.0000	1
444	GO:0008213	protein alkylation	25	0	0.36	1.0000	1
445	GO:0008215	spermine metabolic process	4	0	0.06	1.0000	1
446	GO:0008216	spermidine metabolic process	6	0	0.09	1.0000	1
447	GO:0008272	sulfate transport	10	0	0.14	1.0000	1
448	GO:0008283	cell population proliferation	3	0	0.04	1.0000	1
449	GO:0008295	spermidine biosynthetic process	6	0	0.09	1.0000	1
450	GO:0008299	isoprenoid biosynthetic process	28	0	0.4	1.0000	1
451	GO:0008380	RNA splicing	38	0	0.55	1.0000	1
452	GO:0008643	carbohydrate transport	6	0	0.09	1.0000	1
453	GO:0008652	cellular amino acid biosynthetic process	53	0	0.76	1.0000	1
454	GO:0009052	pentose-phosphate shunt, non-oxidative b...	4	0	0.06	1.0000	1
455	GO:0009056	catabolic process	211	0	3.03	1.0000	1
456	GO:0009057	macromolecule catabolic process	109	0	1.56	1.0000	1
457	GO:0009060	aerobic respiration	17	0	0.24	1.0000	1
458	GO:0009062	fatty acid catabolic process	6	0	0.09	1.0000	1
459	GO:0009063	cellular amino acid catabolic process	9	0	0.13	1.0000	1
460	GO:0009064	glutamine family amino acid metabolic pr...	26	0	0.37	1.0000	1
461	GO:0009065	glutamine family amino acid catabolic pr...	3	0	0.04	1.0000	1
462	GO:0009066	aspartate family amino acid metabolic pr...	13	0	0.19	1.0000	1
463	GO:0009067	aspartate family amino acid biosynthetic...	11	0	0.16	1.0000	1
464	GO:0009069	serine family amino acid metabolic proce...	10	0	0.14	1.0000	1
465	GO:0009070	serine family amino acid biosynthetic pr...	8	0	0.11	1.0000	1
466	GO:0009072	aromatic amino acid family metabolic pro...	27	0	0.39	1.0000	1
467	GO:0009073	aromatic amino acid family biosynthetic ...	17	0	0.24	1.0000	1
468	GO:0009074	aromatic amino acid family catabolic pro...	3	0	0.04	1.0000	1
469	GO:0009081	branched-chain amino acid metabolic proc...	3	0	0.04	1.0000	1
470	GO:0009082	branched-chain amino acid biosynthetic p...	3	0	0.04	1.0000	1
471	GO:0009084	glutamine family amino acid biosynthetic...	13	0	0.19	1.0000	1
472	GO:0009085	lysine biosynthetic process	4	0	0.06	1.0000	1
473	GO:0009086	methionine biosynthetic process	4	0	0.06	1.0000	1
474	GO:0009089	lysine biosynthetic process via diaminop...	4	0	0.06	1.0000	1
475	GO:0009094	L-phenylalanine biosynthetic process	6	0	0.09	1.0000	1
476	GO:0009095	aromatic amino acid family biosynthetic ...	8	0	0.11	1.0000	1
477	GO:0009100	glycoprotein metabolic process	44	0	0.63	1.0000	1
478	GO:0009101	glycoprotein biosynthetic process	43	0	0.62	1.0000	1
479	GO:0009106	lipoate metabolic process	4	0	0.06	1.0000	1
480	GO:0009107	lipoate biosynthetic process	4	0	0.06	1.0000	1
481	GO:0009110	vitamin biosynthetic process	26	0	0.37	1.0000	1
482	GO:0009112	nucleobase metabolic process	3	0	0.04	1.0000	1
483	GO:0009116	nucleoside metabolic process	18	0	0.26	1.0000	1
484	GO:0009119	ribonucleoside metabolic process	3	0	0.04	1.0000	1
485	GO:0009123	nucleoside monophosphate metabolic proce...	10	0	0.14	1.0000	1
486	GO:0009124	nucleoside monophosphate biosynthetic pr...	10	0	0.14	1.0000	1
487	GO:0009126	purine nucleoside monophosphate metaboli...	7	0	0.1	1.0000	1
488	GO:0009127	purine nucleoside monophosphate biosynth...	7	0	0.1	1.0000	1
489	GO:0009129	pyrimidine nucleoside monophosphate meta...	3	0	0.04	1.0000	1
490	GO:0009130	pyrimidine nucleoside monophosphate bios...	3	0	0.04	1.0000	1
491	GO:0009132	nucleoside diphosphate metabolic process	45	0	0.65	1.0000	1
492	GO:0009135	purine nucleoside diphosphate metabolic ...	38	0	0.55	1.0000	1
493	GO:0009147	pyrimidine nucleoside triphosphate metab...	6	0	0.09	1.0000	1
494	GO:0009148	pyrimidine nucleoside triphosphate biosy...	5	0	0.07	1.0000	1
495	GO:0009156	ribonucleoside monophosphate biosyntheti...	7	0	0.1	1.0000	1
496	GO:0009157	deoxyribonucleoside monophosphate biosyn...	3	0	0.04	1.0000	1
497	GO:0009161	ribonucleoside monophosphate metabolic p...	7	0	0.1	1.0000	1
498	GO:0009162	deoxyribonucleoside monophosphate metabo...	3	0	0.04	1.0000	1
499	GO:0009164	nucleoside catabolic process	3	0	0.04	1.0000	1
500	GO:0009167	purine ribonucleoside monophosphate meta...	7	0	0.1	1.0000	1
501	GO:0009168	purine ribonucleoside monophosphate bios...	7	0	0.1	1.0000	1
502	GO:0009176	pyrimidine deoxyribonucleoside monophosp...	3	0	0.04	1.0000	1
503	GO:0009177	pyrimidine deoxyribonucleoside monophosp...	3	0	0.04	1.0000	1
504	GO:0009179	purine ribonucleoside diphosphate metabo...	38	0	0.55	1.0000	1
505	GO:0009185	ribonucleoside diphosphate metabolic pro...	38	0	0.55	1.0000	1
506	GO:0009208	pyrimidine ribonucleoside triphosphate m...	5	0	0.07	1.0000	1
507	GO:0009209	pyrimidine ribonucleoside triphosphate b...	5	0	0.07	1.0000	1
508	GO:0009218	pyrimidine ribonucleotide metabolic proc...	5	0	0.07	1.0000	1
509	GO:0009219	pyrimidine deoxyribonucleotide metabolic...	4	0	0.06	1.0000	1
510	GO:0009220	pyrimidine ribonucleotide biosynthetic p...	5	0	0.07	1.0000	1
511	GO:0009221	pyrimidine deoxyribonucleotide biosynthe...	3	0	0.04	1.0000	1
512	GO:0009225	nucleotide-sugar metabolic process	3	0	0.04	1.0000	1
513	GO:0009226	nucleotide-sugar biosynthetic process	3	0	0.04	1.0000	1
514	GO:0009228	thiamine biosynthetic process	4	0	0.06	1.0000	1
515	GO:0009231	riboflavin biosynthetic process	9	0	0.13	1.0000	1
516	GO:0009250	glucan biosynthetic process	19	0	0.27	1.0000	1
517	GO:0009262	deoxyribonucleotide metabolic process	5	0	0.07	1.0000	1
518	GO:0009263	deoxyribonucleotide biosynthetic process	3	0	0.04	1.0000	1
519	GO:0009265	2'-deoxyribonucleotide biosynthetic proc...	3	0	0.04	1.0000	1
520	GO:0009298	GDP-mannose biosynthetic process	3	0	0.04	1.0000	1
521	GO:0009308	amine metabolic process	30	0	0.43	1.0000	1
522	GO:0009309	amine biosynthetic process	9	0	0.13	1.0000	1
523	GO:0009311	oligosaccharide metabolic process	33	0	0.47	1.0000	1
524	GO:0009312	oligosaccharide biosynthetic process	23	0	0.33	1.0000	1
525	GO:0009314	response to radiation	9	0	0.13	1.0000	1
526	GO:0009394	2'-deoxyribonucleotide metabolic process	4	0	0.06	1.0000	1
527	GO:0009415	response to water	3	0	0.04	1.0000	1
528	GO:0009416	response to light stimulus	8	0	0.11	1.0000	1
529	GO:0009432	SOS response	3	0	0.04	1.0000	1
530	GO:0009435	NAD biosynthetic process	3	0	0.04	1.0000	1
531	GO:0009438	methylglyoxal metabolic process	3	0	0.04	1.0000	1
532	GO:0009451	RNA modification	40	0	0.57	1.0000	1
533	GO:0009452	7-methylguanosine RNA capping	4	0	0.06	1.0000	1
534	GO:0009581	detection of external stimulus	5	0	0.07	1.0000	1
535	GO:0009582	detection of abiotic stimulus	5	0	0.07	1.0000	1
536	GO:0009583	detection of light stimulus	5	0	0.07	1.0000	1
537	GO:0009584	detection of visible light	5	0	0.07	1.0000	1
538	GO:0009605	response to external stimulus	15	0	0.22	1.0000	1
539	GO:0009607	response to biotic stimulus	9	0	0.13	1.0000	1
540	GO:0009611	response to wounding	3	0	0.04	1.0000	1
541	GO:0009628	response to abiotic stimulus	15	0	0.22	1.0000	1
542	GO:0009664	plant-type cell wall organization	9	0	0.13	1.0000	1
543	GO:0009690	cytokinin metabolic process	6	0	0.09	1.0000	1
544	GO:0009743	response to carbohydrate	3	0	0.04	1.0000	1
545	GO:0009744	response to sucrose	3	0	0.04	1.0000	1
546	GO:0009765	photosynthesis, light harvesting	22	0	0.32	1.0000	1
547	GO:0009767	photosynthetic electron transport chain	4	0	0.06	1.0000	1
548	GO:0009832	plant-type cell wall biogenesis	7	0	0.1	1.0000	1
549	GO:0009890	negative regulation of biosynthetic proc...	3	0	0.04	1.0000	1
550	GO:0009891	positive regulation of biosynthetic proc...	4	0	0.06	1.0000	1
551	GO:0009892	negative regulation of metabolic process	24	0	0.34	1.0000	1
552	GO:0009893	positive regulation of metabolic process	14	0	0.2	1.0000	1
553	GO:0009894	regulation of catabolic process	4	0	0.06	1.0000	1
554	GO:0009966	regulation of signal transduction	9	0	0.13	1.0000	1
555	GO:0009972	cytidine deamination	3	0	0.04	1.0000	1
556	GO:0009991	response to extracellular stimulus	7	0	0.1	1.0000	1
557	GO:0010035	response to inorganic substance	6	0	0.09	1.0000	1
558	GO:0010038	response to metal ion	3	0	0.04	1.0000	1
559	GO:0010109	regulation of photosynthesis	4	0	0.06	1.0000	1
560	GO:0010155	regulation of proton transport	3	0	0.04	1.0000	1
561	GO:0010207	photosystem II assembly	3	0	0.04	1.0000	1
562	GO:0010215	cellulose microfibril organization	7	0	0.1	1.0000	1
563	GO:0010256	endomembrane system organization	4	0	0.06	1.0000	1
564	GO:0010498	proteasomal protein catabolic process	6	0	0.09	1.0000	1
565	GO:0010557	positive regulation of macromolecule bio...	4	0	0.06	1.0000	1
566	GO:0010558	negative regulation of macromolecule bio...	3	0	0.04	1.0000	1
567	GO:0010562	positive regulation of phosphorus metabo...	6	0	0.09	1.0000	1
568	GO:0010564	regulation of cell cycle process	23	0	0.33	1.0000	1
569	GO:0010604	positive regulation of macromolecule met...	12	0	0.17	1.0000	1
570	GO:0010605	negative regulation of macromolecule met...	23	0	0.33	1.0000	1
571	GO:0010608	post-transcriptional regulation of gene ...	7	0	0.1	1.0000	1
572	GO:0010628	positive regulation of gene expression	3	0	0.04	1.0000	1
573	GO:0010629	negative regulation of gene expression	19	0	0.27	1.0000	1
574	GO:0010639	negative regulation of organelle organiz...	7	0	0.1	1.0000	1
575	GO:0010646	regulation of cell communication	9	0	0.13	1.0000	1
576	GO:0010817	regulation of hormone levels	7	0	0.1	1.0000	1
577	GO:0010876	lipid localization	16	0	0.23	1.0000	1
578	GO:0010948	negative regulation of cell cycle proces...	12	0	0.17	1.0000	1
579	GO:0010965	regulation of mitotic sister chromatid s...	8	0	0.11	1.0000	1
580	GO:0015031	protein transport	161	0	2.31	1.0000	1
581	GO:0015689	molybdate ion transport	5	0	0.07	1.0000	1
582	GO:0015693	magnesium ion transport	8	0	0.11	1.0000	1
583	GO:0015698	inorganic anion transport	24	0	0.34	1.0000	1
584	GO:0015711	organic anion transport	14	0	0.2	1.0000	1
585	GO:0015718	monocarboxylic acid transport	4	0	0.06	1.0000	1
586	GO:0015740	C4-dicarboxylate transport	9	0	0.13	1.0000	1
587	GO:0015743	malate transport	9	0	0.13	1.0000	1
588	GO:0015748	organophosphate ester transport	11	0	0.16	1.0000	1
589	GO:0015849	organic acid transport	35	0	0.5	1.0000	1
590	GO:0015914	phospholipid transport	11	0	0.16	1.0000	1
591	GO:0015936	coenzyme A metabolic process	5	0	0.07	1.0000	1
592	GO:0015937	coenzyme A biosynthetic process	3	0	0.04	1.0000	1
593	GO:0015939	pantothenate metabolic process	3	0	0.04	1.0000	1
594	GO:0015940	pantothenate biosynthetic process	3	0	0.04	1.0000	1
595	GO:0015969	guanosine tetraphosphate metabolic proce...	4	0	0.06	1.0000	1
596	GO:0015977	carbon fixation	4	0	0.06	1.0000	1
597	GO:0015979	photosynthesis	91	0	1.31	1.0000	1
598	GO:0015980	energy derivation by oxidation of organi...	20	0	0.29	1.0000	1
599	GO:0015994	chlorophyll metabolic process	4	0	0.06	1.0000	1
600	GO:0015995	chlorophyll biosynthetic process	3	0	0.04	1.0000	1
601	GO:0016042	lipid catabolic process	14	0	0.2	1.0000	1
602	GO:0016049	cell growth	8	0	0.11	1.0000	1
603	GO:0016050	vesicle organization	3	0	0.04	1.0000	1
604	GO:0016051	carbohydrate biosynthetic process	49	0	0.7	1.0000	1
605	GO:0016052	carbohydrate catabolic process	51	0	0.73	1.0000	1
606	GO:0016053	organic acid biosynthetic process	115	0	1.65	1.0000	1
607	GO:0016054	organic acid catabolic process	15	0	0.22	1.0000	1
608	GO:0016071	mRNA metabolic process	67	0	0.96	1.0000	1
609	GO:0016072	rRNA metabolic process	24	0	0.34	1.0000	1
610	GO:0016108	tetraterpenoid metabolic process	3	0	0.04	1.0000	1
611	GO:0016109	tetraterpenoid biosynthetic process	3	0	0.04	1.0000	1
612	GO:0016114	terpenoid biosynthetic process	8	0	0.11	1.0000	1
613	GO:0016116	carotenoid metabolic process	3	0	0.04	1.0000	1
614	GO:0016117	carotenoid biosynthetic process	3	0	0.04	1.0000	1
615	GO:0016197	endosomal transport	5	0	0.07	1.0000	1
616	GO:0016226	iron-sulfur cluster assembly	10	0	0.14	1.0000	1
617	GO:0016236	macroautophagy	11	0	0.16	1.0000	1
618	GO:0016255	attachment of GPI anchor to protein	3	0	0.04	1.0000	1
619	GO:0016482	cytosolic transport	5	0	0.07	1.0000	1
620	GO:0016485	protein processing	13	0	0.19	1.0000	1
621	GO:0016559	peroxisome fission	5	0	0.07	1.0000	1
622	GO:0016570	histone modification	25	0	0.36	1.0000	1
623	GO:0016571	histone methylation	13	0	0.19	1.0000	1
624	GO:0016573	histone acetylation	7	0	0.1	1.0000	1
625	GO:0016579	protein deubiquitination	14	0	0.2	1.0000	1
626	GO:0016998	cell wall macromolecule catabolic proces...	10	0	0.14	1.0000	1
627	GO:0017004	cytochrome complex assembly	9	0	0.13	1.0000	1
628	GO:0017038	protein import	19	0	0.27	1.0000	1
629	GO:0018022	peptidyl-lysine methylation	13	0	0.19	1.0000	1
630	GO:0018193	peptidyl-amino acid modification	55	0	0.79	1.0000	1
631	GO:0018205	peptidyl-lysine modification	22	0	0.32	1.0000	1
632	GO:0018208	peptidyl-proline modification	30	0	0.43	1.0000	1
633	GO:0018298	protein-chromophore linkage	5	0	0.07	1.0000	1
634	GO:0018342	protein prenylation	4	0	0.06	1.0000	1
635	GO:0018393	internal peptidyl-lysine acetylation	7	0	0.1	1.0000	1
636	GO:0018394	peptidyl-lysine acetylation	7	0	0.1	1.0000	1
637	GO:0018904	ether metabolic process	31	0	0.44	1.0000	1
638	GO:0019220	regulation of phosphate metabolic proces...	17	0	0.24	1.0000	1
639	GO:0019243	methylglyoxal catabolic process to D-lac...	3	0	0.04	1.0000	1
640	GO:0019310	inositol catabolic process	3	0	0.04	1.0000	1
641	GO:0019318	hexose metabolic process	18	0	0.26	1.0000	1
642	GO:0019319	hexose biosynthetic process	4	0	0.06	1.0000	1
643	GO:0019344	cysteine biosynthetic process	5	0	0.07	1.0000	1
644	GO:0019359	nicotinamide nucleotide biosynthetic pro...	6	0	0.09	1.0000	1
645	GO:0019362	pyridine nucleotide metabolic process	6	0	0.09	1.0000	1
646	GO:0019363	pyridine nucleotide biosynthetic process	6	0	0.09	1.0000	1
647	GO:0019395	fatty acid oxidation	7	0	0.1	1.0000	1
648	GO:0019439	aromatic compound catabolic process	26	0	0.37	1.0000	1
649	GO:0019646	aerobic electron transport chain	8	0	0.11	1.0000	1
650	GO:0019673	GDP-mannose metabolic process	3	0	0.04	1.0000	1
651	GO:0019684	photosynthesis, light reaction	34	0	0.49	1.0000	1
652	GO:0019692	deoxyribose phosphate metabolic process	4	0	0.06	1.0000	1
653	GO:0019720	Mo-molybdopterin cofactor metabolic proc...	3	0	0.04	1.0000	1
654	GO:0019725	cellular homeostasis	112	0	1.61	1.0000	1
655	GO:0019748	secondary metabolic process	4	0	0.06	1.0000	1
656	GO:0019751	polyol metabolic process	15	0	0.22	1.0000	1
657	GO:0019752	carboxylic acid metabolic process	293	0	4.2	1.0000	1
658	GO:0019941	modification-dependent protein catabolic...	55	0	0.79	1.0000	1
659	GO:0022406	membrane docking	10	0	0.14	1.0000	1
660	GO:0022607	cellular component assembly	105	0	1.51	1.0000	1
661	GO:0022613	ribonucleoprotein complex biogenesis	55	0	0.79	1.0000	1
662	GO:0022618	ribonucleoprotein complex assembly	10	0	0.14	1.0000	1
663	GO:0022900	electron transport chain	23	0	0.33	1.0000	1
664	GO:0022904	respiratory electron transport chain	13	0	0.19	1.0000	1
665	GO:0023051	regulation of signaling	9	0	0.13	1.0000	1
666	GO:0030003	cellular cation homeostasis	4	0	0.06	1.0000	1
667	GO:0030029	actin filament-based process	29	0	0.42	1.0000	1
668	GO:0030036	actin cytoskeleton organization	29	0	0.42	1.0000	1
669	GO:0030041	actin filament polymerization	8	0	0.11	1.0000	1
670	GO:0030042	actin filament depolymerization	10	0	0.14	1.0000	1
671	GO:0030071	regulation of mitotic metaphase/anaphase...	8	0	0.11	1.0000	1
672	GO:0030091	protein repair	11	0	0.16	1.0000	1
673	GO:0030150	protein import into mitochondrial matrix	4	0	0.06	1.0000	1
674	GO:0030163	protein catabolic process	76	0	1.09	1.0000	1
675	GO:0030198	extracellular matrix organization	7	0	0.1	1.0000	1
676	GO:0030243	cellulose metabolic process	8	0	0.11	1.0000	1
677	GO:0030244	cellulose biosynthetic process	8	0	0.11	1.0000	1
678	GO:0030258	lipid modification	10	0	0.14	1.0000	1
679	GO:0030259	lipid glycosylation	3	0	0.04	1.0000	1
680	GO:0030261	chromosome condensation	6	0	0.09	1.0000	1
681	GO:0030832	regulation of actin filament length	7	0	0.1	1.0000	1
682	GO:0030833	regulation of actin filament polymerizat...	7	0	0.1	1.0000	1
683	GO:0031047	gene silencing by RNA	11	0	0.16	1.0000	1
684	GO:0031123	RNA 3'-end processing	7	0	0.1	1.0000	1
685	GO:0031124	mRNA 3'-end processing	6	0	0.09	1.0000	1
686	GO:0031163	metallo-sulfur cluster assembly	10	0	0.14	1.0000	1
687	GO:0031167	rRNA methylation	3	0	0.04	1.0000	1
688	GO:0031204	post-translational protein targeting to ...	5	0	0.07	1.0000	1
689	GO:0031324	negative regulation of cellular metaboli...	6	0	0.09	1.0000	1
690	GO:0031325	positive regulation of cellular metaboli...	14	0	0.2	1.0000	1
691	GO:0031327	negative regulation of cellular biosynth...	3	0	0.04	1.0000	1
692	GO:0031328	positive regulation of cellular biosynth...	4	0	0.06	1.0000	1
693	GO:0031399	regulation of protein modification proce...	15	0	0.22	1.0000	1
694	GO:0031401	positive regulation of protein modificat...	6	0	0.09	1.0000	1
695	GO:0031497	chromatin assembly	19	0	0.27	1.0000	1
696	GO:0031570	DNA integrity checkpoint signaling	6	0	0.09	1.0000	1
697	GO:0031577	spindle checkpoint signaling	5	0	0.07	1.0000	1
698	GO:0031667	response to nutrient levels	3	0	0.04	1.0000	1
699	GO:0031668	cellular response to extracellular stimu...	7	0	0.1	1.0000	1
700	GO:0031669	cellular response to nutrient levels	3	0	0.04	1.0000	1
701	GO:0032011	ARF protein signal transduction	6	0	0.09	1.0000	1
702	GO:0032012	regulation of ARF protein signal transdu...	6	0	0.09	1.0000	1
703	GO:0032147	activation of protein kinase activity	6	0	0.09	1.0000	1
704	GO:0032200	telomere organization	6	0	0.09	1.0000	1
705	GO:0032259	methylation	41	0	0.59	1.0000	1
706	GO:0032268	regulation of cellular protein metabolic...	20	0	0.29	1.0000	1
707	GO:0032270	positive regulation of cellular protein ...	9	0	0.13	1.0000	1
708	GO:0032271	regulation of protein polymerization	7	0	0.1	1.0000	1
709	GO:0032502	developmental process	48	0	0.69	1.0000	1
710	GO:0032507	maintenance of protein location in cell	6	0	0.09	1.0000	1
711	GO:0032535	regulation of cellular component size	8	0	0.11	1.0000	1
712	GO:0032787	monocarboxylic acid metabolic process	113	0	1.62	1.0000	1
713	GO:0032879	regulation of localization	3	0	0.04	1.0000	1
714	GO:0032940	secretion by cell	30	0	0.43	1.0000	1
715	GO:0032956	regulation of actin cytoskeleton organiz...	7	0	0.1	1.0000	1
716	GO:0032957	inositol trisphosphate metabolic process	4	0	0.06	1.0000	1
717	GO:0032970	regulation of actin filament-based proce...	7	0	0.1	1.0000	1
718	GO:0033013	tetrapyrrole metabolic process	22	0	0.32	1.0000	1
719	GO:0033014	tetrapyrrole biosynthetic process	19	0	0.27	1.0000	1
720	GO:0033015	tetrapyrrole catabolic process	3	0	0.04	1.0000	1
721	GO:0033036	macromolecule localization	194	0	2.78	1.0000	1
722	GO:0033044	regulation of chromosome organization	8	0	0.11	1.0000	1
723	GO:0033045	regulation of sister chromatid segregati...	8	0	0.11	1.0000	1
724	GO:0033046	negative regulation of sister chromatid ...	5	0	0.07	1.0000	1
725	GO:0033047	regulation of mitotic sister chromatid s...	5	0	0.07	1.0000	1
726	GO:0033048	negative regulation of mitotic sister ch...	5	0	0.07	1.0000	1
727	GO:0033108	mitochondrial respiratory chain complex ...	5	0	0.07	1.0000	1
728	GO:0033365	protein localization to organelle	43	0	0.62	1.0000	1
729	GO:0033500	carbohydrate homeostasis	5	0	0.07	1.0000	1
730	GO:0033554	cellular response to stress	127	0	1.82	1.0000	1
731	GO:0033674	positive regulation of kinase activity	6	0	0.09	1.0000	1
732	GO:0033692	cellular polysaccharide biosynthetic pro...	19	0	0.27	1.0000	1
733	GO:0033865	nucleoside bisphosphate metabolic proces...	12	0	0.17	1.0000	1
734	GO:0033866	nucleoside bisphosphate biosynthetic pro...	4	0	0.06	1.0000	1
735	GO:0033875	ribonucleoside bisphosphate metabolic pr...	12	0	0.17	1.0000	1
736	GO:0034030	ribonucleoside bisphosphate biosynthetic...	4	0	0.06	1.0000	1
737	GO:0034032	purine nucleoside bisphosphate metabolic...	12	0	0.17	1.0000	1
738	GO:0034033	purine nucleoside bisphosphate biosynthe...	4	0	0.06	1.0000	1
739	GO:0034035	purine ribonucleoside bisphosphate metab...	4	0	0.06	1.0000	1
740	GO:0034220	ion transmembrane transport	32	0	0.46	1.0000	1
741	GO:0034227	tRNA thio-modification	3	0	0.04	1.0000	1
742	GO:0034248	regulation of cellular amide metabolic p...	5	0	0.07	1.0000	1
743	GO:0034250	positive regulation of cellular amide me...	3	0	0.04	1.0000	1
744	GO:0034285	response to disaccharide	3	0	0.04	1.0000	1
745	GO:0034308	primary alcohol metabolic process	4	0	0.06	1.0000	1
746	GO:0034309	primary alcohol biosynthetic process	4	0	0.06	1.0000	1
747	GO:0034314	Arp2/3 complex-mediated actin nucleation	8	0	0.11	1.0000	1
748	GO:0034440	lipid oxidation	7	0	0.1	1.0000	1
749	GO:0034504	protein localization to nucleus	7	0	0.1	1.0000	1
750	GO:0034508	centromere complex assembly	3	0	0.04	1.0000	1
751	GO:0034613	cellular protein localization	146	0	2.1	1.0000	1
752	GO:0034637	cellular carbohydrate biosynthetic proce...	42	0	0.6	1.0000	1
753	GO:0034655	nucleobase-containing compound catabolic...	19	0	0.27	1.0000	1
754	GO:0034656	nucleobase-containing small molecule cat...	3	0	0.04	1.0000	1
755	GO:0034728	nucleosome organization	20	0	0.29	1.0000	1
756	GO:0034754	cellular hormone metabolic process	6	0	0.09	1.0000	1
757	GO:0034762	regulation of transmembrane transport	3	0	0.04	1.0000	1
758	GO:0034765	regulation of ion transmembrane transpor...	3	0	0.04	1.0000	1
759	GO:0034968	histone lysine methylation	13	0	0.19	1.0000	1
760	GO:0035383	thioester metabolic process	3	0	0.04	1.0000	1
761	GO:0035434	copper ion transmembrane transport	4	0	0.06	1.0000	1
762	GO:0035437	maintenance of protein localization in e...	6	0	0.09	1.0000	1
763	GO:0035601	protein deacylation	5	0	0.07	1.0000	1
764	GO:0036092	phosphatidylinositol-3-phosphate biosynt...	4	0	0.06	1.0000	1
765	GO:0036260	RNA capping	4	0	0.06	1.0000	1
766	GO:0040007	growth	8	0	0.11	1.0000	1
767	GO:0042126	nitrate metabolic process	3	0	0.04	1.0000	1
768	GO:0042128	nitrate assimilation	3	0	0.04	1.0000	1
769	GO:0042147	retrograde transport, endosome to Golgi	5	0	0.07	1.0000	1
770	GO:0042159	lipoprotein catabolic process	4	0	0.06	1.0000	1
771	GO:0042168	heme metabolic process	5	0	0.07	1.0000	1
772	GO:0042182	ketone catabolic process	3	0	0.04	1.0000	1
773	GO:0042254	ribosome biogenesis	45	0	0.65	1.0000	1
774	GO:0042325	regulation of phosphorylation	15	0	0.22	1.0000	1
